index,name,type,details,parent_id,parent_name,r_type,default,necessary
2050,callback,"Function, optional","An optional callback. If not supplied, the call is made synchronously.",657,ee.Geometry.LineString.getInfo,Function,,0
2051,computedobject,ComputedObject,The ComputedObject instance.,658,ee.Geometry.LinearRing.getInfo,ComputedObject,,1
2052,callback,"Function, optional","An optional callback. If not supplied, the call is made synchronously.",658,ee.Geometry.LinearRing.getInfo,Function,,0
2053,computedobject,ComputedObject,The ComputedObject instance.,659,ee.Geometry.MultiLineString.getInfo,ComputedObject,,1
2054,callback,"Function, optional","An optional callback. If not supplied, the call is made synchronously.",659,ee.Geometry.MultiLineString.getInfo,Function,,0
2055,computedobject,ComputedObject,The ComputedObject instance.,660,ee.Geometry.MultiPoint.getInfo,ComputedObject,,1
2056,callback,"Function, optional","An optional callback. If not supplied, the call is made synchronously.",660,ee.Geometry.MultiPoint.getInfo,Function,,0
2057,computedobject,ComputedObject,The ComputedObject instance.,661,ee.Geometry.MultiPolygon.getInfo,ComputedObject,,1
2058,callback,"Function, optional","An optional callback. If not supplied, the call is made synchronously.",661,ee.Geometry.MultiPolygon.getInfo,Function,,0
2059,computedobject,ComputedObject,The ComputedObject instance.,662,ee.Geometry.Point.getInfo,ComputedObject,,1
2060,callback,"Function, optional","An optional callback. If not supplied, the call is made synchronously.",662,ee.Geometry.Point.getInfo,Function,,0
2061,computedobject,ComputedObject,The ComputedObject instance.,663,ee.Geometry.Polygon.getInfo,ComputedObject,,1
2062,callback,"Function, optional","An optional callback. If not supplied, the call is made synchronously.",663,ee.Geometry.Polygon.getInfo,Function,,0
2063,computedobject,ComputedObject,The ComputedObject instance.,664,ee.Geometry.Rectangle.getInfo,ComputedObject,,1
2064,callback,"Function, optional","An optional callback. If not supplied, the call is made synchronously.",664,ee.Geometry.Rectangle.getInfo,Function,,0
2065,computedobject,ComputedObject,The ComputedObject instance.,665,ee.Geometry.getInfo,Geometry,,1
2066,callback,"Function, optional","An optional callback. If not supplied, the call is made synchronously.",665,ee.Geometry.getInfo,Function,,0
2067,image,Image,The Image instance.,666,ee.Image.getInfo,Image,,1
2068,callback,"Function, optional","An optional callback. If not supplied, the call is made synchronously. If supplied, will be called with the first parameter if successful and the second if unsuccessful.",666,ee.Image.getInfo,Function,,0
2069,imagecollection,ImageCollection,The ImageCollection instance.,667,ee.ImageCollection.getInfo,ImageCollection,,1
2070,callback,"Function, optional","An optional callback. If not supplied, the call is made synchronously. If supplied, will be called with the first parameter if successful and the second if unsuccessful.",667,ee.ImageCollection.getInfo,Function,,0
2071,computedobject,ComputedObject,The ComputedObject instance.,668,ee.List.getInfo,ComputedObject,,1
2072,callback,"Function, optional","An optional callback. If not supplied, the call is made synchronously.",668,ee.List.getInfo,Function,,0
2073,computedobject,ComputedObject,The ComputedObject instance.,669,ee.Number.getInfo,ComputedObject,,1
2074,callback,"Function, optional","An optional callback. If not supplied, the call is made synchronously.",669,ee.Number.getInfo,Function,,0
2075,computedobject,ComputedObject,The ComputedObject instance.,670,ee.String.getInfo,ComputedObject,,1
2076,callback,"Function, optional","An optional callback. If not supplied, the call is made synchronously.",670,ee.String.getInfo,Function,,0
2077,feature,Feature,The Feature instance.,671,ee.Feature.getMap,Feature,,1
2078,visParams,"Object, optional","The visualization parameters. Currently only one parameter, 'color', containing an RGB color string is user.  If vis_params is null, black (""000000"") is used.",671,ee.Feature.getMap,Object,,0
2079,callback,"Function, optional",An async callback.,671,ee.Feature.getMap,Function,,0
2080,featurecollection,FeatureCollection,The FeatureCollection instance.,672,ee.FeatureCollection.getMap,FeatureCollection,,1
2081,visParams,"Object, optional","The visualization parameters. Currently only one parameter, 'color', containing an RGB color string is allowed.  If vis_params isn't specified, then the color #000000 is used.",672,ee.FeatureCollection.getMap,Object,,0
2082,callback,"Function, optional","An async callback. If not supplied, the call is made synchronously.",672,ee.FeatureCollection.getMap,Function,,0
2083,image,Image,The Image instance.,673,ee.Image.getMap,Image,,1
2084,visParams,"ImageVisualizationParameters, optional",The visualization parameters.,673,ee.Image.getMap,ImageVisualizationParameters,,0
2085,callback,"Function, optional","An async callback. If not supplied, the call is made synchronously.",673,ee.Image.getMap,Function,,0
2086,imagecollection,ImageCollection,The ImageCollection instance.,674,ee.ImageCollection.getMap,ImageCollection,,1
2087,visParams,"Object, optional",The visualization parameters.,674,ee.ImageCollection.getMap,Object,,0
2088,callback,"Function, optional","An async callback. If not supplied, the call is made synchronously.",674,ee.ImageCollection.getMap,Function,,0
2089,element,Element,The element with array properties.,675,ee.Feature.hersDescriptor,Feature,,1
2090,selectors,"List, default: null","The array properties for which descriptors will be created. Selected array properties must be square, floating point arrays. Defaults to all array properties.",675,ee.Feature.hersDescriptor,List,,0
2091,buckets,"Integer, default: 100",The number of HERS buckets. Defaults to 100.,675,ee.Feature.hersDescriptor,Integer,100,0
2092,peakWidthScale,"Float, default: 1",The HERS peak width scale. Defaults to 1.0.,675,ee.Feature.hersDescriptor,Float,1,0
2093,element,Element,The element with array properties.,676,ee.Image.hersDescriptor,Image,,1
2094,selectors,"List, default: null","The array properties for which descriptors will be created. Selected array properties must be square, floating point arrays. Defaults to all array properties.",676,ee.Image.hersDescriptor,List,,0
2095,buckets,"Integer, default: 100",The number of HERS buckets. Defaults to 100.,676,ee.Image.hersDescriptor,Integer,100,0
2096,peakWidthScale,"Float, default: 1",The HERS peak width scale. Defaults to 1.0.,676,ee.Image.hersDescriptor,Float,1,0
2097,element,Element,The element from which the ID is taken.,677,ee.Feature.id,Feature,,1
2098,element,Element,The element from which the ID is taken.,678,ee.Image.id,Image,,1
2099,collection,Collection,The Collection instance.,679,ee.FeatureCollection.iterate,FeatureCollection,,1
2100,algorithm,Function,The function to apply to each element. Must take two arguments: an element of the collection and the value from the previous iteration.,679,ee.FeatureCollection.iterate,Function,,1
2101,first,"Object, optional",The initial state.,679,ee.FeatureCollection.iterate,Object,,0
2102,collection,Collection,The Collection instance.,680,ee.ImageCollection.iterate,ImageCollection,,1
2103,algorithm,Function,The function to apply to each element. Must take two arguments: an element of the collection and the value from the previous iteration.,680,ee.ImageCollection.iterate,Function,,1
2104,first,"Object, optional",The initial state.,680,ee.ImageCollection.iterate,Object,,0
2105,list,List,,681,ee.List.iterate,List,,1
2106,function,Algorithm,,681,ee.List.iterate,Algorithm,,1
2107,first,Object,,681,ee.List.iterate,Object,,1
2108,dictionary,Dictionary,,682,ee.Dictionary.map,Dictionary,,1
2109,baseAlgorithm,Algorithm,,682,ee.Dictionary.map,Algorithm,,1
2110,collection,Collection,The Collection instance.,683,ee.FeatureCollection.map,FeatureCollection,,1
2111,algorithm,Function,"The operation to map over the images or features of the collection. A JavaScript function that receives an image or features and returns one. The function is called only once and the result is captured as a description, so it cannot perform imperative operations or rely on external state.",683,ee.FeatureCollection.map,Function,,1
2112,dropNulls,"Boolean, optional","If true, the mapped algorithm is allowed to return nulls, and the elements for which it returns nulls will be dropped.",683,ee.FeatureCollection.map,Boolean,,0
2113,collection,Collection,The Collection instance.,684,ee.ImageCollection.map,ImageCollection,,1
2114,algorithm,Function,"The operation to map over the images or features of the collection. A JavaScript function that receives an image or features and returns one. The function is called only once and the result is captured as a description, so it cannot perform imperative operations or rely on external state.",684,ee.ImageCollection.map,Function,,1
2115,dropNulls,"Boolean, optional","If true, the mapped algorithm is allowed to return nulls, and the elements for which it returns nulls will be dropped.",684,ee.ImageCollection.map,Boolean,,0
2116,list,List,,685,ee.List.map,List,,1
2117,baseAlgorithm,Algorithm,,685,ee.List.map,Algorithm,,1
2118,dropNulls,"Boolean, default: false","If true, the mapped algorithm is allowed to return nulls, and the elements for which it returns nulls will be dropped.",685,ee.List.map,Boolean,FALSE,0
2119,geometry,Geometry,The input geometry.,686,ee.Geometry.MultiPolygon.perimeter,Geometry,,1
2120,maxError,"ErrorMargin, default: null",The maximum amount of error tolerated when performing any necessary reprojection.,686,ee.Geometry.MultiPolygon.perimeter,ErrorMargin,,0
2121,proj,"Projection, default: null","If specified, the result will be in the units of the coordinate system of this projection. Otherwise it will be in meters.",686,ee.Geometry.MultiPolygon.perimeter,Projection,,0
2122,geometry,Geometry,The input geometry.,687,ee.Geometry.Point.perimeter,Geometry,,1
2123,maxError,"ErrorMargin, default: null",The maximum amount of error tolerated when performing any necessary reprojection.,687,ee.Geometry.Point.perimeter,ErrorMargin,,0
2124,proj,"Projection, default: null","If specified, the result will be in the units of the coordinate system of this projection. Otherwise it will be in meters.",687,ee.Geometry.Point.perimeter,Projection,,0
2125,geometry,Geometry,The input geometry.,688,ee.Geometry.Polygon.perimeter,Geometry,,1
2126,maxError,"ErrorMargin, default: null",The maximum amount of error tolerated when performing any necessary reprojection.,688,ee.Geometry.Polygon.perimeter,ErrorMargin,,0
2127,proj,"Projection, default: null","If specified, the result will be in the units of the coordinate system of this projection. Otherwise it will be in meters.",688,ee.Geometry.Polygon.perimeter,Projection,,0
2128,geometry,Geometry,The input geometry.,689,ee.Geometry.Rectangle.perimeter,Geometry,,1
2129,maxError,"ErrorMargin, default: null",The maximum amount of error tolerated when performing any necessary reprojection.,689,ee.Geometry.Rectangle.perimeter,ErrorMargin,,0
